0.61921	1.5654	0.97406	0.055556	0
0.7449	1.3731	0.95863	0.12443	0
0.79105	1.3123	0.97515	0.12781	0
0.77788	1.3705	0.9735	0.12812	0
0.75539	1.481	0.98598	0.11072	0
0.78939	1.5626	0.98156	0.10894	0
0.82951	0.66612	0.99506	0.073499	0
0.8278	1.4952	0.99753	0.12867	0
0.7839	1.5545	0.99212	0.11821	0
0.64612	0.30763	0.98365	0.052957	0
0.80483	1.6005	0.99578	0.14911	0
0.85704	1.7928	0.99176	0.1685	0
0.7047	1.2863	0.95924	0.10321	0
0.89248	1.917	0.99647	0.21728	0
0.88345	1.9836	0.99516	0.19542	0
0.89891	0.83373	0.99629	0.10696	0
0.87569	1.7913	0.99846	0.22269	0
0.86521	1.5332	0.99215	0.18495	0
0.8599	1.4737	0.98548	0.16482	0
0.88434	1.8221	0.99023	0.18848	0
0.81998	1.0417	0.98605	0.099304	0
0.82555	0.96078	0.99015	0.10428	0
0.85408	1.3207	0.9893	0.18279	0
0.66915	0.21533	0.94869	0.026219	0
0.87925	1.4073	0.9762	0.15229	0
0.91272	1.4534	0.9853	0.1773	0
0.91187	1.0759	0.9714	0.13042	0
0.92626	1.6119	0.99563	0.1498	0
1.0092	1.5931	0.99703	0.19723	0
0.97854	0.6667	0.98706	0.073265	0
0.96811	0.85177	0.98548	0.098677	0
0.96279	1.7489	0.99529	0.21213	0
0.92942	1.333	0.9779	0.13743	0
0.89553	0.85089	0.95889	0.10986	0
0.6792	0.45446	0.97345	0.035653	0
0.71941	0.52985	0.97471	0.082752	0
0.84872	1.5654	0.98963	0.13583	0
0.81087	0.61127	0.99315	0.067366	0
0.83412	1.2885	0.99035	0.16312	0
0.85602	1.5719	0.99142	0.15037	0
0.84269	1.193	0.98887	0.1294	0
0.77737	1.4091	0.98185	0.10994	0
0.8064	1.4953	0.99239	0.13327	0
0.83276	1.52	0.99458	0.1239	0
0.84795	1.6393	0.99776	0.16939	0
0.71381	0.94063	0.98105	0.11107	0
0.82251	1.1693	0.98358	0.14203	0
0.88672	1.384	0.99286	0.18924	0
0.89652	1.7612	0.99546	0.18274	0
0.88841	1.7264	0.99451	0.16839	0
0.87243	1.674	0.99246	0.15371	0
0.85447	1.6797	0.98667	0.1478	0
0.86075	0.3317	0.97615	0.041446	0
0.84754	1.689	0.97444	0.16772	0
0.85717	1.2454	0.97272	0.15522	0
0.91013	1.8092	0.99076	0.21558	0
0.67733	0.72838	0.95561	0.071056	0
0.88822	1.281	0.9931	0.15483	0
0.88883	1.2289	0.98842	0.14965	0
0.9076	1.6017	0.99428	0.16631	0
0.88378	1.1712	0.99465	0.12663	0
0.8948	1.041	0.99865	0.11516	0
0.94952	1.5201	0.98775	0.21435	0
0.95012	1.4587	0.9953	0.19749	0
0.96346	1.5243	0.98866	0.16536	0
1.0151	1.2264	0.97884	0.18154	0
1.0098	1.3633	0.99214	0.17817	0
0.73145	1.3379	0.95909	0.11391	0
1.0494	1.8006	0.98156	0.21995	0
1.0157	1.8508	0.99577	0.21516	0
1.0286	1.9084	0.99284	0.22665	0
1.0093	1.8558	0.99753	0.25067	0
1.0012	1.0112	0.99654	0.14873	0
